CGEducationLevel,Suppressed,Unsuppressed
College,0.012524461839530333,0.0
Ecde,0.014090019569471625,0.004696673189823875
Missing,11.066927592954992,1.6391389432485324
None,3.1452054794520548,0.784344422700587
Primary,37.59060665362035,5.967906066536203
Secondary,16.01252446183953,2.4626223091976516
Tertiary,1.4935420743639922,0.18160469667318982
University,0.012524461839530333,0.0
Unknown,16.65909980430528,2.952641878669276
