CGUID,Relatioship,CGAge,CGSex
37741,2,-999999999,2
37743,2,49,1
37748,2,-999999999,1
37762,2,34,1
37777,2,-999999999,1
37781,2,31,1
37783,2,-999999999,1
37786,2,-999999999,1
37795,2,40,1
37801,2,-999999999,1
37813,2,-999999999,1
37824,2,-999999999,1
37826,2,-999999999,1
37827,2,-999999999,1
37828,2,-999999999,1
37830,2,-999999999,1
37855,2,39,1
37856,2,-999999999,1
37859,2,-999999999,1
37863,2,40,1
37864,2,-999999999,1
37871,2,-999999999,1
37872,2,-999999999,1
37876,2,51,1
37877,2,-999999999,2
37881,2,-999999999,1
37884,2,-999999999,1
37888,2,36,1
37893,2,-999999999,1
37902,2,56,1
37906,2,-999999999,1
37920,2,32,1
37926,2,38,1
37929,2,54,1
37947,2,-999999999,1
37951,2,-999999999,1
37953,2,-999999999,1
37955,2,-999999999,1
37971,2,37,1
37973,2,-999999999,1
37979,2,28,1
37993,2,-999999999,1
37997,2,35,1
38002,2,38,1
38016,2,33,1
38017,2,-999999999,1
38039,2,40,1
38043,2,-999999999,1
38048,2,-999999999,1
38050,2,53,1
38055,2,47,1
38056,2,-999999999,1
38057,2,-999999999,1
38066,2,-999999999,1
38068,2,-999999999,1
38082,2,-999999999,1
38084,2,-999999999,2
38095,2,-999999999,1
38096,2,30,2
38098,2,31,2
38100,2,41,1
38106,2,-999999999,2
38114,2,-999999999,1
38151,2,-999999999,2
38155,2,32,1
38165,2,-999999999,1
38182,2,-999999999,1
38187,2,35,1
38193,2,34,1
38196,2,42,1
38203,2,39,1
38206,2,-999999999,1
38213,2,-999999999,1
38220,2,-999999999,1
38225,2,-999999999,1
38226,2,-999999999,1
38228,2,-999999999,1
38230,2,-999999999,1
38248,2,-999999999,1
38283,2,-999999999,1
38290,2,-999999999,1
38302,2,40,1
38303,2,-999999999,1
38304,2,-999999999,1
38306,2,-999999999,1
38308,2,33,1
38310,2,-999999999,1
38314,2,-999999999,1
38323,2,-999999999,1
38326,2,-999999999,1
38330,2,-999999999,1
38342,2,-999999999,1
38350,2,-999999999,1
38352,2,-999999999,1
38358,2,45,1
38361,2,-999999999,1
38367,2,65,1
38368,2,-999999999,1
38370,2,45,1
38371,2,-999999999,1
38375,2,-999999999,1
38376,2,-999999999,1
38382,2,43,2
38391,2,-999999999,1
38392,2,60,1
38393,2,-999999999,1
38400,2,70,1
38402,2,44,1
38409,2,-999999999,1
38439,2,33,1
38447,2,-999999999,1
38452,2,-999999999,2
38454,2,-999999999,2
38459,2,-999999999,1
38465,2,32,1
38468,2,-999999999,1
38477,2,-999999999,1
38492,2,35,1
38495,2,-999999999,1
38496,2,-999999999,1
38497,2,-999999999,1
38503,2,45,1
38527,2,60,1
38547,2,40,1
38557,2,-999999999,1
38563,2,-999999999,1
38571,2,42,1
38572,2,-999999999,1
38577,2,65,1
38583,2,60,1
38604,2,52,1
38607,2,50,1
38611,2,-999999999,1
38614,2,40,1
38618,2,34,1
38624,2,44,1
38633,2,-999999999,1
38636,2,-999999999,1
38639,2,-999999999,1
38641,2,40,1
38642,2,-999999999,1
38656,2,47,1
38676,2,44,1
38678,2,33,1
38699,2,-999999999,1
38705,2,-999999999,1
38712,2,35,1
38722,2,-999999999,1
38739,2,52,1
38745,2,-999999999,1
38746,2,-999999999,1
38749,2,-999999999,1
38750,2,51,1
38767,2,-999999999,1
38785,2,-999999999,1
38792,2,-999999999,1
38794,2,-999999999,1
38800,2,-999999999,1
38801,2,42,1
38803,2,38,1
38817,2,-999999999,1
38831,2,-999999999,2
38832,2,-999999999,2
38839,2,-999999999,2
38842,2,35,1
38851,2,24,1
38864,2,-999999999,1
38867,2,-999999999,1
38872,2,-999999999,1
38875,2,60,2
38876,2,37,2
38881,2,-999999999,1
38895,2,-999999999,1
38896,2,-999999999,1
38903,2,-999999999,1
38913,2,46,1
38915,2,39,1
38916,2,37,1
38920,2,46,1
38923,2,44,1
38928,2,36,1
38930,2,51,1
38936,2,36,2
38937,2,54,1
38938,2,36,1
38946,2,51,1
38948,2,39,1
38949,2,45,1
38951,2,43,1
38953,2,43,1
38956,2,59,1
38957,2,35,1
38960,2,59,1
38963,2,43,1
38964,2,36,1
38965,2,46,1
38966,2,40,1
38967,2,46,1
38969,2,46,1
38976,2,60,1
38977,2,35,1
38978,2,46,1
38980,2,38,1
38983,2,36,1
38985,2,36,1
38988,2,58,1
38989,2,36,1
38990,2,42,1
38991,2,59,2
38992,2,39,1
38993,2,41,2
38994,2,47,2
38996,2,39,2
38998,2,42,1
39000,2,41,1
39001,2,40,1
39002,2,54,1
39003,2,41,1
39004,2,50,2
39007,2,36,2
39008,2,50,1
39013,2,46,1
39018,2,41,1
39021,2,37,1
39031,2,39,1
39034,2,47,1
39038,2,45,1
39040,2,53,1
39041,2,50,2
39042,2,40,2
39043,2,44,2
39045,2,41,1
39047,2,53,1
39051,2,53,2
39052,2,39,1
39053,2,43,2
39057,2,38,1
39062,2,45,2
39063,2,45,2
39070,2,43,1
39071,2,37,1
39073,2,40,2
39075,2,41,1
39077,2,35,1
39078,2,62,2
39080,2,44,1
39083,2,63,1
39084,2,35,1
39085,2,59,2
39087,2,53,2
39088,2,40,2
39090,2,48,1
39094,2,35,1
39095,2,42,2
39097,2,42,1
39099,2,42,1
39101,2,36,1
39103,2,47,1
39104,2,46,1
39106,2,41,1
39107,2,43,1
39109,2,57,1
39112,2,59,1
39114,2,41,1
39117,2,55,2
39120,2,44,1
39125,2,36,1
39126,2,58,1
39131,2,35,1
39132,2,39,1
39133,2,40,2
39134,2,35,1
39135,2,58,1
39136,2,42,2
39138,2,48,1
39139,2,48,1
39140,2,43,1
39142,2,40,1
39145,2,40,2
39146,2,37,1
39150,2,53,2
39152,2,42,1
39153,2,51,1
39155,2,39,2
39158,2,45,1
39159,2,43,1
39166,2,60,1
39167,2,45,1
39169,2,56,1
39191,2,40,1
39216,2,49,1
39219,2,41,2
39220,2,35,2
39222,2,43,2
39230,2,36,1
39247,2,50,1
39248,2,40,2
39253,2,38,1
39254,2,35,2
39258,2,37,1
39266,2,36,2
39268,2,45,1
39269,2,58,1
39271,2,49,2
39283,2,40,1
39286,2,38,2
39294,2,50,1
39298,2,50,1
39299,2,42,1
39307,2,42,1
39309,2,35,1
39320,2,45,1
39323,2,54,1
39326,2,39,1
39328,2,51,1
39331,2,38,1
39333,2,40,1
39340,2,50,2
39343,2,39,1
39344,2,39,1
39353,2,55,1
39355,2,37,1
39357,2,36,1
39358,2,51,1
39359,2,42,1
39361,2,38,2
39369,2,42,1
39378,2,35,1
39379,2,46,1
39380,2,35,2
39383,2,43,1
39386,2,39,1
39392,2,50,1
39410,2,43,1
39412,2,43,2
39417,2,60,1
39418,2,56,1
39421,2,36,1
39422,2,53,1
39424,2,36,2
39425,2,37,2
39426,2,50,2
39427,2,46,1
39431,2,59,1
39432,2,36,1
39434,2,50,1
39438,2,62,1
39439,2,41,1
39440,2,39,1
39442,2,35,1
39443,2,37,2
39445,2,47,1
39448,2,47,1
39450,2,50,1
39452,2,47,1
39454,2,49,1
39455,2,39,1
39459,2,43,1
39460,2,52,1
39461,2,43,1
39462,2,42,1
39465,2,49,1
39466,2,46,1
39469,2,59,1
39470,2,40,1
39471,2,43,1
39476,2,60,1
39478,2,48,1
39482,2,41,1
39484,2,44,1
39486,2,38,2
39487,2,57,1
39488,2,43,1
39489,2,59,1
39490,2,35,1
39491,2,36,1
39492,2,37,2
39494,2,38,1
39495,2,47,1
39496,2,46,1
39497,2,44,1
39498,2,46,1
39499,2,49,1
39501,2,56,1
39502,2,42,2
39503,2,41,1
39505,2,45,1
39506,2,45,2
39507,2,49,2
39512,2,39,1
39513,2,40,1
39514,2,40,1
39515,2,48,1
39516,2,52,1
39517,2,40,1
39518,2,56,1
39519,2,48,1
39520,2,39,1
39521,2,47,2
39525,2,38,1
39529,2,47,1
39531,2,45,1
39532,2,50,1
39533,2,37,1
39535,2,35,2
39536,2,35,1
39541,2,38,1
39542,2,47,1
39545,2,62,1
39547,2,43,1
39548,2,40,1
39549,2,47,1
39552,2,44,2
39554,2,42,1
39555,2,36,1
39556,2,44,2
39557,2,47,1
39558,2,38,1
39559,2,44,1
39562,2,46,2
39563,2,36,2
39564,2,45,1
39567,2,46,1
39569,2,37,1
39570,2,44,1
39573,2,35,1
39575,2,49,1
39576,2,52,2
39577,2,56,1
39580,2,40,1
39581,2,50,1
39583,2,35,2
39585,2,37,1
39586,2,36,1
39587,2,40,2
39588,2,56,2
39589,2,39,1
39590,2,41,1
39593,2,38,1
39596,2,35,1
39597,2,45,1
39599,2,35,1
39600,2,43,1
39601,2,41,1
39603,2,40,1
39605,2,49,1
39608,2,48,2
39610,2,49,1
39611,2,46,1
39612,2,52,1
39615,2,49,1
39616,2,54,1
39617,2,42,1
39620,2,45,1
39621,2,41,1
39623,2,48,1
39624,2,35,1
39625,2,35,1
39626,2,36,1
39627,2,35,1
39628,2,36,1
39633,2,35,1
39637,2,39,2
39639,2,46,1
39640,2,35,1
39641,2,43,1
39645,2,45,1
39646,2,40,1
39649,2,42,1
39650,2,39,1
39654,2,36,2
39657,2,47,2
39658,2,46,1
39663,2,38,1
39664,2,38,1
39666,2,39,2
39668,2,45,1
39669,2,35,1
39673,2,36,1
39674,2,43,1
39675,2,41,1
39676,2,45,1
39677,2,59,1
39680,2,35,2
39681,2,36,2
39682,2,37,2
39683,2,41,1
39684,2,42,1
39685,2,35,1
39687,2,37,1
39690,2,40,1
39691,2,45,1
39695,2,59,1
39697,2,37,1
39698,2,38,2
39700,2,53,2
39702,2,40,1
39703,2,50,1
39704,2,51,2
39705,2,41,2
39706,2,43,2
39708,2,46,1
39709,2,41,1
39710,2,63,1
39714,2,35,1
39715,2,38,1
39716,2,81,1
39721,2,33,1
39723,2,36,1
39724,2,40,2
39727,2,50,1
39735,2,20,2
39736,2,40,1
39737,2,27,1
39738,2,45,1
39740,2,44,1
39741,2,41,1
39746,2,30,1
39750,2,76,2
39751,2,41,1
39752,2,33,1
39753,2,45,1
39756,2,34,1
39757,2,30,1
39760,2,37,1
39764,2,33,1
39771,2,37,1
39779,2,39,1
39787,2,45,1
39788,2,41,1
39803,2,41,1
39806,2,35,1
39808,2,33,1
39809,2,49,1
39811,2,24,2
39814,2,39,2
39816,2,38,1
39820,2,61,1
39823,2,41,1
39824,2,38,1
39827,2,35,1
39828,2,42,1
39829,2,32,2
39830,2,37,2
39839,2,52,1
39840,2,49,1
39841,2,40,1
39844,2,31,2
39849,2,46,2
39850,2,44,2
39851,2,36,2
39852,2,41,2
39853,2,65,1
39860,2,46,1
39864,2,51,1
39869,2,26,2
39870,2,60,1
39874,2,39,1
39875,2,41,1
39877,2,71,1
39886,2,40,1
39888,2,41,1
39895,2,65,1
39896,2,45,1
39897,2,26,1
39900,2,41,2
39903,2,47,1
39905,2,31,1
39909,2,27,1
39911,2,46,1
39914,2,76,1
39916,2,41,2
39917,2,41,2
39918,2,52,1
39919,2,55,2
39921,2,58,2
39925,2,41,2
39926,2,78,1
39932,2,42,2
39933,2,50,1
39936,2,29,1
39937,2,65,1
39938,2,44,1
39939,2,33,2
39940,2,51,2
39941,2,49,2
39945,2,30,2
39950,2,36,1
39951,2,45,1
39956,2,34,1
39959,2,41,1
39963,2,55,1
39964,2,50,1
39968,2,41,1
39970,2,45,1
39973,2,46,1
39985,2,46,1
39986,2,39,1
39989,2,38,1
39995,2,32,1
40006,2,52,1
40008,2,46,1
40009,2,59,1
40013,2,41,2
40019,2,46,2
40020,2,26,2
40024,2,26,1
40025,2,47,1
40027,2,28,1
40092,2,57,1
40121,2,76,1
40124,2,67,1
40127,2,53,1
40138,2,43,1
40140,2,31,1
40142,2,68,2
40153,2,34,1
40172,2,64,1
40183,2,39,1
40195,2,40,1
40197,2,54,1
40214,2,55,1
40219,2,49,1
40229,2,27,1
40238,2,54,1
40241,2,65,1
40249,2,56,1
40271,2,68,1
40277,2,67,1
40291,2,46,1
40292,2,51,1
40293,2,30,1
40308,2,39,1
40309,2,60,1
40310,2,54,1
40311,2,50,1
40312,2,45,2
40341,2,52,1
40350,2,42,1
40352,2,52,1
40362,2,60,1
40382,2,43,1
40391,2,56,1
40392,2,61,1
40398,2,60,1
40402,2,52,1
40403,2,32,1
40404,2,40,1
40405,2,70,1
40407,2,50,2
40409,2,39,1
40414,2,62,1
40416,2,54,1
40417,2,63,1
40428,2,43,1
40493,2,35,1
40523,2,25,1
40536,2,58,1
40537,2,72,1
40540,2,31,1
40550,2,34,1
40551,2,60,1
40554,2,73,1
40555,2,60,1
40556,2,75,1
40566,2,47,1
40573,2,45,1
40583,2,75,1
40584,2,62,1
40590,2,38,1
40593,2,63,1
40605,2,46,1
40614,2,74,2
40616,2,78,1
40617,2,48,1
40618,2,48,1
40619,2,45,1
40621,2,62,1
40622,2,62,1
40624,2,72,1
40629,2,42,1
40646,2,32,2
40651,2,50,1
40737,2,37,1
41126,2,51,1
41127,2,56,1
41128,2,64,1
41135,2,63,2
41141,2,42,1
41143,2,54,1
41144,2,58,1
41151,2,61,1
41157,2,59,1
41158,2,58,1
41164,2,43,1
41169,2,30,1
41173,2,55,2
41180,2,42,1
41182,2,53,1
41185,2,40,1
41186,2,47,2
41188,2,37,1
41193,2,57,1
41194,2,47,1
41196,2,37,1
41201,2,37,1
41207,2,37,2
41223,2,37,1
41224,2,47,1
41225,2,57,1
41228,2,45,2
41234,2,32,1
41236,2,49,1
41238,2,57,1
41246,2,68,1
41249,2,55,1
41251,2,47,1
41254,2,59,1
41256,2,68,1
41260,2,55,1
41272,2,60,1
41273,2,60,1
41274,2,56,1
41276,2,66,1
41282,2,51,1
41283,2,56,1
41288,2,62,1
41291,2,58,1
41292,2,58,1
41294,2,66,1
41298,2,43,1
41302,2,55,1
41305,2,31,1
41309,2,62,1
41310,2,58,1
41311,2,49,1
41323,2,60,1
41328,2,62,1
41330,2,57,1
41339,2,57,2
41353,2,56,1
41356,2,46,1
41360,2,38,1
41362,2,54,1
41363,2,57,2
41365,2,35,1
41367,2,44,1
41382,2,41,1
41421,2,30,1
41423,2,37,1
41424,2,40,1
41427,2,37,1
41438,2,56,1
41448,2,41,1
41455,2,41,2
41459,2,46,1
41461,2,46,1
41462,2,46,1
41467,2,39,1
41468,2,59,1
41471,2,39,1
41476,2,57,2
41480,2,47,1
41482,2,47,2
41483,2,47,1
41484,2,46,1
41485,2,47,1
41490,2,39,1
41492,2,46,1
41493,2,49,1
41495,2,46,1
41499,2,46,1
41501,2,46,1
41504,2,46,1
41507,2,46,1
41508,2,46,1
41516,2,46,1
41517,2,46,1
41518,2,46,1
41519,2,46,1
41525,2,59,1
41526,2,59,1
41527,2,35,1
41529,2,54,1
41531,2,52,1
41533,2,46,1
41534,2,39,1
41535,2,43,1
41536,2,39,1
41537,2,41,2
41542,2,29,2
41544,2,41,2
41545,2,39,1
41552,2,41,1
41554,2,39,2
41556,2,39,1
41562,2,48,2
41564,2,46,1
41566,2,48,2
41568,2,48,1
41572,2,47,1
41573,2,47,1
41575,2,39,1
41580,2,35,1
41582,2,39,1
41589,2,39,2
41594,2,48,1
41595,2,48,1
41597,2,39,1
41598,2,39,1
41601,2,41,1
41604,2,57,1
41607,2,39,1
41610,2,39,1
41612,2,41,2
41618,2,45,2
41620,2,45,1
41630,2,49,1
41640,2,50,1
41645,2,50,1
41648,2,39,1
41649,2,37,1
41650,2,48,1
41652,2,30,1
41655,2,35,1
41656,2,39,1
41659,2,27,2
41662,2,50,1
41665,2,50,2
41666,2,44,2
41667,2,29,1
41669,2,50,1
41670,2,50,2
41672,2,50,1
41673,2,50,1
41675,2,50,1
41676,2,50,1
41678,2,41,1
41679,2,46,1
41680,2,37,1
41683,2,48,1
41684,2,39,2
41686,2,48,1
41687,2,57,1
41688,2,57,1
41697,2,48,1
41698,2,41,1
41700,2,39,1
41703,2,39,1
41705,2,56,1
41706,2,39,1
41707,2,66,1
41712,2,39,1
41714,2,58,1
41721,2,48,1
41722,2,49,1
41724,2,48,1
41731,2,45,1
41734,2,45,2
41736,2,50,1
41739,2,36,1
41745,2,50,1
41747,2,50,1
41748,2,50,1
41749,2,39,2
41751,2,33,1
41757,2,50,1
41758,2,50,1
41759,2,50,1
41760,2,50,1
41773,2,50,1
41774,2,31,1
41777,2,44,1
41786,2,50,1
41787,2,50,1
41788,2,50,2
41790,2,59,1
41791,2,46,2
41792,2,50,1
41793,2,42,1
41794,2,42,1
41795,2,45,1
41805,2,56,1
41806,2,57,1
41813,2,55,1
41814,2,57,1
41823,2,59,1
41833,2,57,1
41836,2,34,1
41838,2,58,1
41840,2,61,1
41844,2,57,1
41846,2,56,1
41854,2,33,1
41864,2,58,1
41866,2,56,2
41870,2,61,1
41875,2,48,1
41876,2,47,1
41878,2,51,1
41881,2,55,1
41884,2,40,2
41885,2,36,1
41890,2,54,1
41894,2,40,1
41906,2,36,1
41910,2,37,2
41912,2,37,1
41922,2,35,1
41923,2,39,2
41924,2,36,1
41930,2,68,1
41935,2,71,1
41937,2,67,2
41938,2,65,1
41939,2,70,1
41940,2,36,1
41941,2,34,1
41942,2,66,1
41950,2,30,1
41954,2,50,1
41963,2,45,1
41990,2,28,1
42008,2,50,1
42026,2,30,1
42042,2,42,2
42047,2,33,1
42052,2,28,2
42068,2,41,1
42071,2,37,1
42073,2,40,1
42083,2,40,1
42085,2,32,1
42086,2,40,1
42093,2,20,1
42094,2,36,1
42104,2,50,1
42106,2,50,1
42107,2,50,1
42108,2,50,1
42109,2,50,1
42110,2,50,1
42113,2,36,1
42118,2,31,1
42119,2,48,1
42121,2,31,1
42122,2,31,1
42129,2,50,1
42130,2,50,1
42131,2,31,1
42139,2,50,1
42141,2,50,2
42142,2,50,1
42145,2,31,1
42147,2,41,1
42156,2,37,1
42164,2,32,1
42165,2,39,1
42167,2,50,1
42168,2,46,1
42183,2,50,1
42189,2,48,1
42194,2,41,1
42196,2,55,2
42198,2,46,1
42200,2,31,1
42202,2,37,1
42204,2,31,1
42205,2,52,1
42206,2,52,1
42207,2,55,1
42214,2,39,1
42215,2,56,1
42216,2,33,1
42222,2,51,1
42233,2,53,1
42237,2,69,1
42238,2,59,1
42239,2,59,1
42244,2,56,1
42245,2,61,1
42247,2,57,1
42248,2,56,1
42249,2,54,1
42250,2,54,1
42251,2,55,2
42254,2,55,1
42258,2,55,1
42259,2,62,1
42260,2,57,1
42261,2,42,1
42262,2,56,1
42263,2,62,1
42271,2,53,2
42286,2,51,1
42287,2,37,1
42290,2,39,2
42292,2,30,1
42294,2,36,1
42298,2,45,1
42303,2,40,2
42311,2,50,1
42312,2,60,1
42315,2,60,2
42317,2,60,2
42319,2,41,1
42322,2,53,1
42324,2,51,1
42326,2,56,1
42327,2,66,1
42333,2,68,1
42335,2,60,1
42337,2,60,1
42340,2,61,1
42342,2,72,1
42343,2,61,1
42344,2,61,1
42347,2,71,1
42349,2,21,1
42353,2,52,1
42355,2,53,1
42357,2,52,1
42358,2,61,1
42360,2,70,1
42363,2,61,1
42365,2,42,1
42366,2,51,1
42368,2,52,1
42370,2,66,1
42372,2,34,1
42375,2,41,1
42376,2,68,1
42378,2,46,1
42380,2,73,1
42383,2,64,1
42384,2,59,1
42385,2,61,1
42388,2,41,2
42391,2,52,1
42392,2,60,1
42393,2,64,1
42394,2,61,1
42396,2,57,1
42397,2,53,1
42398,2,61,1
42399,2,60,1
42405,2,48,1
42415,2,59,1
42416,2,59,1
42421,2,69,1
42433,2,45,1
42434,2,50,1
42438,2,41,1
42441,2,64,1
42442,2,53,1
42443,2,59,1
42457,2,39,2
42459,2,64,1
42464,2,59,1
42468,2,66,1
42470,2,64,1
42474,2,43,2
42484,2,62,1
42492,2,39,1
42494,2,64,1
42497,2,51,1
42501,2,60,1
42505,2,41,1
42511,2,47,1
42521,2,43,1
42526,2,67,1
42532,2,52,1
42538,2,70,1
42544,2,44,2
42553,2,42,2
42560,2,33,1
42561,2,46,1
42569,2,64,1
42570,2,63,1
42583,2,42,1
42590,2,47,1
42599,2,32,1
42602,2,42,1
42605,2,30,1
42606,2,50,1
42609,2,59,2
42610,2,41,1
42612,2,47,2
42618,2,40,1
42621,2,29,1
42624,2,53,2
42625,2,48,1
42628,2,50,1
42629,2,50,1
42630,2,50,1
42631,2,50,1
42633,2,42,1
42636,2,50,2
42637,2,50,1
42640,2,67,1
42641,2,42,1
42647,2,32,1
42648,2,57,1
42649,2,50,1
42653,2,37,1
42657,2,36,1
42661,2,31,1
42663,2,50,1
42664,2,50,1
42665,2,50,1
42666,2,50,1
42669,2,50,2
42670,2,50,1
42671,2,49,1
42673,2,50,1
42675,2,50,1
42677,2,38,1
42688,2,46,2
42692,2,30,1
42693,2,48,1
42695,2,48,1
42696,2,47,1
42697,2,48,1
42699,2,31,1
42700,2,31,1
42702,2,32,1
42703,2,32,1
42704,2,32,1
42707,2,50,1
42710,2,50,1
42712,2,40,1
42714,2,46,1
42716,2,41,1
42719,2,40,1
42730,2,50,2
42731,2,48,1
42734,2,50,1
42737,2,50,1
42744,2,35,1
42746,2,41,1
42751,2,50,2
42752,2,50,2
42755,2,50,1
42757,2,46,1
42759,2,60,2
42763,2,52,1
42765,2,35,1
42767,2,41,1
42768,2,38,1
42769,2,69,1
42770,2,58,1
42771,2,58,1
42773,2,40,1
42775,2,51,1
42794,2,48,1
42804,2,62,2
42805,2,58,1
42810,2,47,2
42813,2,61,1
42815,2,45,1
42820,2,56,1
42821,2,39,1
42823,2,36,1
42827,2,57,1
42830,2,45,1
42832,2,33,1
42833,2,38,1
42835,2,34,1
42838,2,65,1
42841,2,38,1
42850,2,34,1
42854,2,58,1
42855,2,59,2
42857,2,66,1
42862,2,39,1
42867,2,58,1
42873,2,59,1
42875,2,51,1
42882,2,33,1
42888,2,58,1
42894,2,57,1
42897,2,64,1
42900,2,45,1
42903,2,39,1
42906,2,59,1
42907,2,47,1
42916,2,46,1
42921,2,56,1
42923,2,32,1
42924,2,41,1
42925,2,37,1
42927,2,31,1
42930,2,57,1
42932,2,55,1
42938,2,60,1
42940,2,33,1
42954,2,33,1
42955,2,50,1
42976,2,75,2
42978,2,36,2
42986,2,65,1
42989,2,41,1
42995,2,50,1
42996,2,56,2
43000,2,50,2
43001,2,46,2
43007,2,35,1
43009,2,46,2
43010,2,40,1
43012,2,50,1
43015,2,38,2
43017,2,30,1
43021,2,40,1
43026,2,50,1
43029,2,40,1
43033,2,70,2
43055,2,40,1
43059,2,49,1
43061,2,53,1
43063,2,45,1
43064,2,51,2
43067,2,57,1
43092,2,45,1
43095,2,48,1
43122,2,40,1
43135,2,64,1
43137,2,47,1
43163,2,39,1
43242,2,55,1
43251,2,46,1
43256,2,45,1
43268,2,55,1
43269,2,40,1
43275,2,55,1
43294,2,53,1
43295,2,53,1
43306,2,53,2
43309,2,60,1
43322,2,46,1
43350,2,45,2
43380,2,62,1
43382,2,53,2
43387,2,53,1
43388,2,37,1
43423,2,45,2
43431,2,45,1
43475,2,45,1
43486,2,49,1
43517,2,61,1
43521,2,36,1
43531,2,56,1
43563,2,41,1
43577,2,50,2
43579,2,36,1
43580,2,35,1
43586,2,50,1
43590,2,45,1
43635,2,40,2
43667,2,62,2
43702,2,53,1
43703,2,49,1
43707,2,74,2
43723,2,40,1
43724,2,61,2
43738,2,31,1
43756,2,53,1
43768,2,56,1
43813,2,50,1
43823,2,56,1
43826,2,48,1
43834,2,56,1
43854,2,57,1
43871,2,57,2
43889,2,56,1
43932,2,61,1
43952,2,56,1
43953,2,56,2
43954,2,62,1
43959,2,56,1
44025,2,31,1
44028,2,56,1
44040,2,58,2
44043,2,40,1
44048,2,36,1
44064,2,34,1
44097,2,71,1
44116,2,49,1
44117,2,58,1
44174,2,50,1
44193,2,48,1
44198,2,40,1
44247,2,56,1
44297,2,40,1
44301,2,44,1
44334,2,40,2
44378,2,61,1
44460,2,45,2
44477,2,48,1
44488,2,48,1
44489,2,45,1
44495,2,46,1
44496,2,48,1
44499,2,51,1
44504,2,52,1
44530,2,40,2
44535,2,33,1
44578,2,40,2
44587,2,35,1
44660,2,45,2
44663,2,71,2
44665,2,61,1
44667,2,56,2
44684,2,73,1
44690,2,49,1
44754,2,49,1
44772,2,65,1
44773,2,46,1
44789,2,37,2
44797,2,61,1
44830,2,55,1
44837,2,35,1
44840,2,48,1
44850,2,36,1
44852,2,53,1
44862,2,34,1
44871,2,56,1
44882,2,55,2
44926,2,75,1
44931,2,33,1
44951,2,50,1
44962,2,53,1
44979,2,33,1
44985,2,31,1
44989,2,69,1
45005,2,73,1
45007,2,54,1
45106,2,54,1
45130,2,40,2
45137,2,61,1
45145,2,50,1
45152,2,36,1
45154,2,40,1
45156,2,46,1
45170,2,51,1
45176,2,40,1
45191,2,65,1
45193,2,35,1
45204,2,49,1
45207,2,51,1
45210,2,40,2
45233,2,51,1
45238,2,35,1
45251,2,46,1
45263,2,36,1
45265,2,38,1
45269,2,40,1
45276,2,50,2
45279,2,56,1
45309,2,49,1
45315,2,79,1
45342,2,38,1
45356,2,54,1
45371,2,44,1
45375,2,31,1
45377,2,44,1
45380,2,39,1
45381,2,40,2
45386,2,31,1
45390,2,31,1
45391,2,40,2
45392,2,40,1
45393,2,41,1
45394,2,30,1
45397,2,36,1
45409,2,31,1
45412,2,31,1
45418,2,40,1
45420,2,45,1
45421,2,51,1
45436,2,32,1
45438,2,35,1
45440,2,57,1
45445,2,44,1
45446,2,44,1
45447,2,42,1
45452,2,49,1
45456,2,39,1
45468,2,40,1
45470,2,46,2
45476,2,32,1
45479,2,44,1
45480,2,40,1
45481,2,31,1
45482,2,36,1
45485,2,40,1
45486,2,63,1
45490,2,40,1
45492,2,35,1
45497,2,47,1
45503,2,46,1
45505,2,44,1
45508,2,51,1
45517,2,67,1
45519,2,41,1
45520,2,64,1
45521,2,63,1
45523,2,70,1
45524,2,49,1
45525,2,43,1
45526,2,60,2
45531,2,43,2
45532,2,47,1
45534,2,35,2
45538,2,25,1
45544,2,43,1
45546,2,62,1
45547,2,45,2
45550,2,60,1
45558,2,41,1
45563,2,32,1
45591,2,53,1
45597,2,40,1
45607,2,44,1
45611,2,46,1
45618,2,70,1
45620,2,49,1
45621,2,51,1
45623,2,38,1
45627,2,42,1
45628,2,41,1
45631,2,67,1
45638,2,40,1
45649,2,36,1
45652,2,41,1
45660,2,58,1
45661,2,48,1
45665,2,41,1
45667,2,36,1
45675,2,41,1
45682,2,58,1
45683,2,52,1
45687,2,41,1
45691,2,74,1
45701,2,62,1
45705,2,44,2
45714,2,44,2
45715,2,46,1
45719,2,60,1
45724,2,47,1
45735,2,34,1
45736,2,61,1
45739,2,61,1
45743,2,43,1
45755,2,44,1
45756,2,31,1
45758,2,61,2
45760,2,55,2
45766,2,31,1
45771,2,78,2
45773,2,55,1
45776,2,46,2
45778,2,48,2
45780,2,37,1
45786,2,57,1
45791,2,30,1
45792,2,42,1
45793,2,31,1
45796,2,67,1
45798,2,66,1
45803,2,39,2
45804,2,32,1
45805,2,31,1
45807,2,55,1
45811,2,51,2
45812,2,77,1
45814,2,55,1
45822,2,32,1
45824,2,61,1
45825,2,55,2
45833,2,46,1
45837,2,55,1
45838,2,31,1
45841,2,46,2
45845,2,41,1
45846,2,30,2
45850,2,35,2
45854,2,77,1
45862,2,54,1
45866,2,45,1
45867,2,36,1
45868,2,38,1
45870,2,63,1
45875,2,36,1
45877,2,64,1
45878,2,40,1
45879,2,46,1
45881,2,57,1
45882,2,38,1
45890,2,41,1
45891,2,41,1
45895,2,40,1
45896,2,45,1
45900,2,30,1
45901,2,40,2
45903,2,37,1
45907,2,46,1
45909,2,46,1
45911,2,72,1
45912,2,40,1
45920,2,56,1
45927,2,41,2
45929,2,31,1
45933,2,40,1
45935,2,41,1
45937,2,43,1
45941,2,41,1
