CGUID,Relatioship,CGAge,CGSex
7354,4,-999999999,2
7355,3,36,1
7356,4,-999999999,2
7357,5,120,1
7358,3,80,1
7359,4,42,2
7360,4,42,2
7361,3,-999999999,1
7362,4,42,2
7363,5,70,1
7364,3,-999999999,1
7365,3,-999999999,1
7366,3,-999999999,1
7367,7,120,1
7368,3,46,1
7369,5,-999999999,1
7370,4,-999999999,2
7371,3,-999999999,1
7372,3,31,1
7373,4,120,2
7374,3,120,1
7375,3,46,1
7376,3,-999999999,1
7377,7,120,1
7378,3,35,1
7379,3,120,1
7380,7,120,1
7381,3,-999999999,1
7382,3,-999999999,1
7383,3,36,1
7384,5,28,1
7385,7,43,1
7386,3,120,1
7387,3,31,1
7388,3,45,1
7389,3,46,1
7390,5,67,1
7391,3,-999999999,1
7392,4,45,2
7393,3,39,1
7394,4,120,2
7395,3,35,1
7396,5,120,1
7397,3,120,1
7398,3,120,1
7399,3,120,1
7400,3,39,1
7401,3,33,1
7402,3,34,1
7403,3,34,1
7404,13,120,2
7405,3,43,1
7406,3,120,1
7407,3,50,1
7408,5,120,1
7409,4,120,2
7410,3,30,1
7411,3,142,1
7412,5,120,1
7413,3,45,1
7414,7,53,1
7415,4,120,2
7416,3,120,1
7417,4,120,2
7418,4,33,2
7419,13,120,2
7420,5,120,1
7421,3,120,1
7422,3,46,1
7423,3,120,1
7424,3,44,1
7425,3,42,1
7426,3,120,1
7427,3,47,1
7428,5,65,1
7429,5,41,1
7430,4,44,2
7431,5,59,1
7432,3,59,1
7433,5,120,1
7434,3,35,1
7435,5,120,1
7436,3,36,1
7437,3,120,1
7438,3,40,1
7439,3,120,1
7440,3,120,1
7441,3,120,1
7442,3,43,1
7443,5,120,1
7444,4,120,2
7445,3,120,1
7446,3,120,1
7447,7,46,1
7448,4,120,2
7449,5,120,1
7450,5,44,1
7451,5,72,1
7452,3,77,1
7453,3,35,1
7454,3,-999999999,1
7455,3,-999999999,1
7456,13,120,2
7457,3,120,1
7458,3,32,1
7459,3,25,1
7460,3,120,1
7461,5,120,1
7462,3,120,1
7463,5,80,1
7464,3,29,1
7465,3,-999999999,1
7466,3,40,1
7467,4,40,2
7468,3,120,1
7469,3,-999999999,1
7470,4,52,2
7471,3,-999999999,1
7472,3,35,1
7473,5,37,1
7474,3,31,1
7475,7,46,1
7476,3,36,1
7477,5,40,1
7478,3,31,1
7479,3,40,1
7480,3,-999999999,1
7481,3,35,1
7482,3,120,1
7483,3,52,1
7484,3,120,1
7485,3,-999999999,1
7486,3,120,1
7487,3,120,1
7488,3,42,1
7489,4,21,2
7490,3,36,1
7491,3,120,1
7492,3,120,1
7493,3,27,1
7494,4,120,2
7495,3,51,1
7496,3,120,1
7497,3,120,1
7498,3,26,1
7499,4,43,2
7500,3,50,1
7501,3,44,1
7502,3,120,1
7503,7,35,1
7504,7,62,1
7505,3,46,1
7506,3,31,1
7507,3,27,1
7508,3,46,1
7509,3,34,1
7510,3,51,1
7511,4,62,2
7512,3,60,1
7513,14,120,2
7514,3,31,1
7515,3,42,1
7516,4,45,2
7517,3,43,1
7518,3,43,1
7519,5,120,1
7520,4,-999999999,2
7521,5,72,1
7522,3,35,1
7523,3,70,1
7524,3,32,1
7525,3,60,1
7526,3,52,1
7527,3,32,1
7528,3,50,1
7529,3,44,1
7530,4,48,2
7531,4,68,2
7532,3,40,1
7533,5,58,1
7534,3,67,1
7535,3,120,1
7536,3,71,1
7537,3,120,1
7538,3,46,1
7539,3,27,1
7540,3,43,1
7541,3,67,1
7542,3,43,1
7543,5,41,1
7544,3,-999999999,1
7545,4,38,2
7546,3,46,1
7547,3,120,1
7548,3,68,1
7549,5,120,1
7550,5,62,1
7551,13,120,2
7552,13,120,2
7553,5,120,1
7554,5,59,1
7555,13,120,2
7556,3,38,1
7557,3,36,1
7558,3,32,1
7559,3,120,1
7560,3,38,1
7561,3,48,1
7562,3,36,1
7563,5,120,1
7564,3,120,1
7565,3,-999999999,1
7566,5,36,1
7567,3,-999999999,1
7568,5,120,1
7569,3,50,1
7570,3,36,1
7571,3,120,1
7572,3,120,1
7573,5,120,1
7574,5,120,1
7575,4,120,2
7576,3,120,1
7577,5,120,1
7578,5,68,1
7579,5,120,1
7580,3,42,1
7581,4,48,2
7582,7,45,1
7583,3,42,1
7584,5,120,1
7585,4,120,2
7586,3,71,1
7587,3,120,1
7588,3,120,1
7589,3,38,1
7590,3,46,1
7591,3,120,1
7592,4,54,2
7593,3,30,1
7594,3,48,1
7595,3,46,1
7596,4,48,2
7597,4,-999999999,2
7598,3,83,1
7599,3,30,1
7600,3,-999999999,1
7601,4,-999999999,2
7602,3,-999999999,1
7603,5,-999999999,1
7604,3,-999999999,1
7605,4,-999999999,2
7606,3,-999999999,1
7607,4,45,2
7608,3,-999999999,1
7609,3,-999999999,1
7610,3,-999999999,1
7611,3,30,1
7612,3,-999999999,1
7613,4,-999999999,2
7614,3,62,1
7615,4,-999999999,2
7616,3,-999999999,1
7617,3,-999999999,1
7618,3,-999999999,1
7619,3,-999999999,1
7620,3,-999999999,1
7621,3,-999999999,1
7622,3,-999999999,1
7623,3,28,1
7624,3,-999999999,1
7625,3,-999999999,1
7626,4,-999999999,2
7627,3,-999999999,1
7628,3,-999999999,1
7629,3,-999999999,1
7630,3,-999999999,1
7631,5,50,1
7632,4,58,2
7633,3,48,1
7634,3,34,1
7635,3,47,1
7636,3,38,1
7637,5,62,1
7638,3,46,1
7639,3,51,1
7640,4,48,2
7641,3,48,1
7642,3,120,1
7643,3,44,1
7644,4,46,2
7645,3,32,1
7646,3,35,1
7647,3,34,1
7648,3,120,1
7649,3,28,1
7650,5,120,1
7651,5,120,1
7652,4,54,2
7653,4,40,2
7654,3,120,1
7655,3,46,1
7656,3,120,1
7657,3,44,1
7658,3,36,1
7659,3,84,1
7660,7,59,1
7661,5,69,1
7662,3,39,1
7663,5,68,1
7664,5,48,1
7665,4,44,2
7666,3,37,1
7667,4,46,2
7668,13,70,2
7669,3,49,1
7670,3,49,1
7671,5,60,1
7672,3,38,1
7673,7,120,1
7674,3,50,1
7675,13,63,2
7676,5,75,1
7677,14,43,2
7678,5,67,1
7679,4,42,2
7680,3,44,1
7681,3,53,1
7682,14,34,2
7683,3,31,1
7684,4,120,2
7685,5,120,1
7686,3,48,1
7687,3,46,1
7688,13,120,2
7689,3,65,1
7690,3,34,1
7691,3,35,1
7692,3,120,1
7693,5,45,1
7694,5,66,1
7695,14,120,2
7696,5,72,1
7697,3,32,1
7698,3,32,1
7699,5,60,1
7700,3,120,1
7701,5,67,1
7702,3,38,1
7703,5,59,1
7704,5,48,1
7705,5,53,1
7706,7,34,1
7707,7,47,1
7708,3,43,1
7709,4,51,2
7710,3,50,1
7711,7,50,1
7712,3,119,1
7713,5,65,1
7714,7,48,1
7715,3,29,1
7716,3,47,1
7717,3,44,1
7718,3,35,1
7719,5,120,1
7720,3,47,1
7721,5,46,1
7722,7,47,1
7723,3,44,1
7724,7,52,1
7725,3,33,1
7726,13,120,2
7727,3,46,1
7728,3,45,1
7729,5,64,1
7730,5,59,1
7731,5,70,1
7732,3,47,1
7733,3,50,1
7734,5,62,1
7735,3,46,1
7736,3,34,1
7737,4,59,2
7738,3,41,1
7739,3,120,1
7740,3,52,1
7741,5,50,1
7742,3,28,1
7743,3,52,1
7744,3,50,1
7745,7,31,1
7746,3,75,1
7747,3,45,1
7748,5,72,1
7749,3,41,1
7750,5,62,1
7751,5,64,1
7752,5,83,1
7753,3,41,1
7754,7,44,1
7755,3,42,1
7756,4,35,2
7757,5,57,1
7758,4,56,2
7759,4,-999999999,2
7760,5,53,1
7761,3,48,1
7762,3,51,1
7763,3,120,1
7764,3,34,1
7765,3,120,1
7766,5,120,1
7767,5,50,1
7768,3,120,1
7769,3,120,1
7770,3,120,1
7771,5,120,1
7772,4,120,2
7773,7,120,1
7774,2,51,1
7775,7,-999999999,1
7776,3,40,1
7777,3,-999999999,1
7778,3,120,1
7779,3,120,1
7780,3,-999999999,1
7781,7,62,1
7782,3,120,1
7783,3,120,1
7784,7,-999999999,1
7785,3,47,1
7786,3,-999999999,1
7787,3,39,1
7788,4,-999999999,2
7789,2,120,1
7790,4,120,2
7791,3,120,1
7792,3,58,1
7793,3,120,1
7794,5,120,1
7795,3,50,1
7796,3,39,1
7797,3,50,1
7798,3,52,1
7799,4,120,2
7800,4,120,2
7801,3,40,1
7802,5,120,1
7803,3,120,1
7804,3,-999999999,1
7805,3,48,1
7806,3,120,1
7807,3,120,1
7808,3,-999999999,1
7809,2,-999999999,1
7810,2,-999999999,1
7811,3,120,1
7812,3,58,1
7813,3,-999999999,1
7814,2,-999999999,1
7815,4,45,2
7816,3,49,1
7817,4,120,2
7818,3,38,1
7819,3,61,1
7820,3,-999999999,1
7821,3,39,1
7822,5,120,1
7823,5,120,1
7824,3,120,1
7825,5,120,1
7826,3,44,1
7827,7,50,1
7828,7,120,1
7829,3,42,1
7830,3,60,1
7831,3,120,1
7832,3,120,1
7833,15,24,2
7834,3,62,1
7835,3,120,1
7836,5,120,1
7837,3,120,1
7838,3,-999999999,1
7839,3,43,1
7840,3,-999999999,1
7841,3,120,1
7842,5,66,1
7843,5,50,1
7844,3,120,1
7845,5,68,1
7846,3,45,1
7847,5,-999999999,1
7848,3,-999999999,1
7849,5,-999999999,1
7850,3,120,1
7851,3,48,1
7852,3,29,1
7853,3,120,1
7854,3,-999999999,1
7855,3,-999999999,1
7856,3,-999999999,1
7857,3,40,1
7858,3,120,1
7859,3,45,1
7860,3,120,1
7861,3,120,1
7862,3,-999999999,1
7863,3,59,1
7864,3,120,1
7865,4,49,2
7866,3,48,1
7867,3,46,1
7868,2,90,2
7869,2,48,1
7870,3,-999999999,1
7871,5,58,1
7872,3,41,1
7873,3,43,1
7874,3,120,1
7875,3,35,1
7876,7,42,1
7877,7,120,1
7878,7,120,1
7879,4,120,2
7880,5,120,1
7881,3,120,1
7882,4,35,2
7883,5,120,1
7884,3,120,1
7885,3,120,1
7886,3,32,1
7887,5,120,1
7888,3,120,1
7889,3,47,1
7890,3,120,1
7891,5,120,1
7892,3,120,1
7893,3,-999999999,1
7894,3,120,1
7895,2,120,1
7896,3,-999999999,1
7897,3,45,1
7898,3,-999999999,1
7899,7,-999999999,1
7900,3,120,1
7901,3,120,1
7902,3,39,1
7903,5,-999999999,1
7904,5,77,1
7905,3,-999999999,1
7906,3,54,1
7907,3,120,1
7908,4,-999999999,2
7909,3,-999999999,1
7910,3,120,1
7911,3,120,1
7912,3,120,1
7913,3,44,1
7914,5,-999999999,1
7915,3,-999999999,1
7916,3,120,1
7917,5,120,1
7918,3,-999999999,1
7919,3,120,1
7920,3,120,1
7921,4,-999999999,2
7922,3,120,1
7923,5,120,1
7924,2,120,1
7925,5,120,1
7926,3,43,1
7927,2,120,1
7928,4,120,2
7929,3,120,1
7930,3,120,1
7931,3,120,1
7932,3,120,1
7933,3,120,1
7934,3,72,1
7935,3,49,1
7936,3,120,1
7937,3,120,1
7938,5,-999999999,1
7939,4,-999999999,2
7940,3,-999999999,1
7941,3,-999999999,1
7942,4,-999999999,2
7943,3,44,1
7944,10,-999999999,1
7945,3,35,1
7946,3,-999999999,1
7947,2,-999999999,2
7948,3,-999999999,1
7949,7,-999999999,1
7950,3,-999999999,1
7951,3,120,1
7952,3,50,1
7953,3,120,1
7954,3,-999999999,1
7955,4,-999999999,2
7956,3,120,1
7957,4,120,2
7958,3,120,1
7959,3,45,1
7960,3,33,1
7961,3,42,1
7962,4,39,2
7963,3,120,1
7964,3,-999999999,1
7965,3,-999999999,1
7966,3,-999999999,1
7967,3,-999999999,1
7968,3,-999999999,1
7969,4,-999999999,2
7970,3,40,1
7971,3,43,1
7972,3,47,1
7973,3,120,1
7974,3,120,1
7975,3,120,1
7976,3,120,1
7977,3,120,1
7978,4,-999999999,2
7979,4,-999999999,2
7980,4,-999999999,2
7981,2,-999999999,1
7982,3,120,1
7983,2,-999999999,1
7984,3,-999999999,1
7985,3,-999999999,1
7986,3,-999999999,1
7987,3,-999999999,1
7988,3,-999999999,1
7989,3,-999999999,1
7990,3,50,1
7991,4,-999999999,2
7992,3,-999999999,1
7993,3,-999999999,1
7994,4,-999999999,2
7995,3,-999999999,1
7996,7,-999999999,1
7997,3,35,1
7998,4,-999999999,2
7999,13,-999999999,2
8000,3,-999999999,1
8001,3,120,1
8002,3,120,1
8003,4,-999999999,2
8004,3,46,1
8005,3,-999999999,1
8006,2,-999999999,1
8007,2,34,1
8008,3,-999999999,1
8009,3,-999999999,1
8010,3,-999999999,1
8011,13,120,2
8012,3,-999999999,1
8013,5,-999999999,1
8014,5,-999999999,1
8015,4,-999999999,2
8016,3,-999999999,1
8017,10,-999999999,1
8018,2,54,1
8019,5,-999999999,1
8020,4,37,2
8021,3,-999999999,1
8022,3,-999999999,1
8023,4,-999999999,2
8024,2,-999999999,1
8025,3,-999999999,1
8026,3,-999999999,1
8027,3,-999999999,1
8028,3,-999999999,1
8029,2,-999999999,1
8030,3,-999999999,1
8031,3,-999999999,1
8032,3,-999999999,1
8033,3,-999999999,1
8034,3,-999999999,1
8035,3,-999999999,1
8036,3,-999999999,1
8037,3,35,1
8038,3,-999999999,1
8039,3,-999999999,1
8040,3,-999999999,1
8041,3,120,1
8042,3,-999999999,1
8043,3,-999999999,1
8044,3,-999999999,1
8045,4,-999999999,2
8046,3,-999999999,1
8047,3,-999999999,1
8048,3,-999999999,1
8049,3,-999999999,1
8050,3,-999999999,1
8051,3,-999999999,1
8052,3,-999999999,1
8053,3,-999999999,1
8054,3,-999999999,1
8055,4,-999999999,2
8056,4,-999999999,2
8057,4,-999999999,2
8058,3,-999999999,1
8059,3,-999999999,1
8060,4,-999999999,2
8061,3,-999999999,1
8062,3,-999999999,1
8063,3,-999999999,1
8064,3,-999999999,1
8065,3,-999999999,1
8066,3,-999999999,1
8067,3,66,1
8068,3,69,1
8069,3,47,1
8070,5,84,1
8071,3,53,1
8072,3,79,1
8073,3,59,1
8074,3,82,1
8075,3,83,1
8076,7,91,1
8077,3,86,1
8078,5,43,1
8079,3,69,1
8080,5,58,1
8081,7,42,1
8082,3,90,1
8083,3,44,1
8084,3,71,1
8085,3,50,1
8086,3,91,1
8087,4,89,2
8088,3,75,1
8089,3,84,1
8090,3,38,1
8091,3,83,1
8092,13,65,2
8093,3,76,1
8094,3,77,1
8095,3,61,1
8096,3,83,1
8097,3,82,1
8098,3,74,1
8099,3,39,1
8100,3,70,1
8101,4,68,2
8102,3,84,1
8103,4,73,2
8104,5,50,1
8105,3,50,1
8106,3,28,1
8107,3,59,1
8108,3,30,1
8109,3,59,1
8110,5,59,1
8111,3,59,1
8112,5,66,1
8113,3,59,1
8114,3,34,1
8115,3,59,1
8116,3,59,1
8117,5,59,1
8118,7,50,1
8119,3,45,1
8120,5,47,1
8121,3,59,1
8122,3,32,1
8123,3,40,1
8124,3,59,1
8125,3,59,1
8126,3,45,1
8127,3,59,1
8128,3,48,1
8129,3,56,1
8130,3,36,1
8131,17,42,1
8132,3,59,1
8133,3,47,1
8134,14,47,2
8135,3,36,1
8136,3,59,1
8137,3,59,1
8138,3,59,1
8139,5,59,1
8140,5,59,1
8141,3,59,1
8142,3,48,1
8143,3,59,1
8144,5,41,1
8145,3,88,1
8146,5,41,1
8147,3,39,1
8148,3,49,1
8149,3,41,1
8150,3,87,1
8151,3,50,1
8152,4,69,2
8153,5,47,1
8154,5,46,1
8155,3,41,1
8156,5,59,1
8157,3,90,1
8158,5,53,1
8159,5,66,1
8160,3,41,1
8161,3,71,1
8162,3,46,1
8163,3,48,1
8164,17,88,1
8165,3,85,1
8166,3,46,1
8167,3,40,1
8168,5,49,1
8169,5,64,1
8170,3,47,1
8171,3,59,1
8172,4,76,2
8173,3,57,1
8174,5,68,1
8175,13,57,2
8176,3,48,1
8177,3,39,1
8178,4,45,2
8179,3,35,1
8180,3,42,1
8181,4,52,2
8182,5,49,1
8183,3,50,1
8184,3,57,1
8185,3,46,1
8186,3,63,1
8187,3,36,1
8188,3,77,1
8189,3,30,1
8190,3,41,1
8191,3,25,1
8192,3,39,1
8193,5,36,1
8194,3,83,1
8195,3,63,1
8196,5,38,1
8197,3,40,1
8198,3,34,1
8199,5,46,1
8200,3,33,1
8201,3,53,1
8202,3,70,1
8203,5,53,1
8204,3,63,1
8205,3,61,1
8206,3,72,1
8207,3,49,1
8208,3,44,1
8209,3,73,1
8210,5,52,1
8211,3,73,1
8212,4,32,2
8213,3,54,1
8214,3,56,1
8215,3,84,1
8216,3,62,1
8217,4,27,2
8218,5,40,1
8219,3,30,1
8220,3,37,1
8221,7,90,1
8222,3,71,1
8223,3,39,1
8224,3,29,1
8225,4,50,2
8226,13,64,2
8227,4,36,2
8228,5,50,1
8229,3,33,1
8230,3,56,1
8231,3,31,1
8232,3,29,1
8233,3,50,1
8234,3,32,1
8235,3,44,1
8236,3,65,1
8237,3,80,1
8238,5,71,1
8239,5,62,1
8240,13,58,2
8241,3,42,1
8242,7,40,1
8243,5,51,1
8244,4,32,2
8245,3,52,1
8246,3,46,1
8247,3,40,1
8248,3,36,1
8249,3,69,1
8250,3,77,1
8251,3,45,1
8252,3,49,1
8253,7,66,1
8254,3,36,1
8255,3,35,1
8256,3,34,1
8257,3,62,1
8258,3,63,1
8259,3,50,1
8260,3,55,1
8261,3,83,1
8262,5,82,1
8263,3,89,1
8264,3,84,1
8265,3,33,1
8266,3,48,1
8267,3,43,1
8268,5,41,1
8269,3,56,1
8270,3,55,1
8271,3,65,1
8272,3,79,1
8273,7,31,1
8274,3,47,1
8275,3,50,1
8276,3,85,1
8277,5,83,1
8278,3,90,1
8279,3,36,1
8280,3,36,1
8281,3,48,1
8282,3,31,1
8283,3,27,1
8284,4,72,2
8285,3,47,1
8286,5,57,1
8287,3,57,1
8288,3,62,1
8289,3,25,1
8290,5,46,1
8291,3,69,1
8292,3,77,1
8293,4,38,2
8294,3,34,1
8295,3,80,1
8296,3,47,1
8297,3,42,1
8298,4,36,2
8299,3,38,1
8300,3,56,1
8301,3,34,1
8302,3,75,1
8303,14,60,2
8304,3,79,1
8305,14,70,2
8306,3,55,1
8307,4,60,2
8308,3,36,1
8309,17,38,1
8310,7,72,1
8311,4,42,2
8312,7,48,1
8313,5,41,1
8314,3,33,1
8315,3,33,1
8316,14,33,2
8317,3,51,1
8318,17,31,1
8319,3,54,1
8320,3,79,1
8321,3,41,1
8322,3,53,1
8323,3,56,1
8324,7,55,1
8325,3,83,1
8326,5,66,1
8327,3,46,1
8328,5,40,1
8329,3,45,1
8330,3,26,1
8331,13,81,2
8332,5,79,1
8333,5,58,1
8334,5,91,1
8335,5,67,1
8336,5,57,1
8337,5,70,1
8338,5,90,1
8339,3,37,1
8340,4,42,2
8341,3,61,1
8342,3,60,1
8343,17,44,1
8344,3,31,1
8345,10,33,1
8346,5,72,1
8347,3,67,1
8348,4,44,2
8349,3,84,1
8350,5,52,1
8351,3,67,1
8352,3,68,1
8353,5,45,1
8354,4,68,2
8355,3,62,1
8356,3,55,1
8357,3,56,1
8358,4,49,2
8359,3,57,1
8360,3,68,1
8361,3,35,1
8362,3,56,1
8363,4,24,2
8364,3,54,1
8365,3,54,1
8366,3,44,1
8367,4,79,2
8368,3,49,1
8369,3,50,1
8370,3,57,1
8371,3,32,1
8372,5,37,1
8373,3,31,1
8374,3,28,1
8375,5,53,1
8376,3,72,1
8377,3,87,1
8378,7,47,1
8379,3,68,1
8380,3,38,1
8381,3,34,1
8382,3,90,1
8383,5,46,1
8384,3,32,1
8385,4,29,2
8386,3,58,1
8387,3,74,1
8388,17,48,1
8389,3,55,1
8390,3,62,1
8391,3,47,1
8392,5,51,1
8393,3,40,1
8394,3,65,1
8395,7,37,1
8396,7,67,1
8397,3,34,1
8398,3,55,1
8399,3,45,1
8400,4,48,2
8401,3,85,1
8402,3,55,1
8403,3,58,1
8404,7,45,1
8405,3,57,1
8406,3,71,1
8407,4,49,2
8408,3,83,1
8409,3,36,1
8410,3,49,1
8411,3,51,1
8412,3,41,1
8413,3,66,1
8414,3,88,1
8415,3,83,1
8416,3,58,1
8417,3,53,1
8418,3,47,1
8419,3,28,1
8420,3,50,1
8421,3,53,1
8422,5,37,1
8423,4,66,2
8424,3,67,1
8425,3,38,1
8426,3,30,1
8427,4,38,2
8428,5,65,1
8429,3,49,1
8430,3,82,1
8431,5,51,1
8432,3,47,1
8433,3,50,1
8434,3,68,1
8435,3,65,1
8436,5,71,1
8437,3,55,1
8438,3,42,1
8439,3,76,1
8440,3,40,1
8441,3,39,1
8442,3,39,1
8443,3,44,1
8444,3,70,1
8445,5,81,1
8446,7,88,1
8447,5,64,1
8448,3,90,1
8449,3,50,1
8450,4,61,2
8451,3,57,1
8452,13,61,2
8453,4,49,2
8454,3,37,1
8455,4,54,2
8456,5,48,1
8457,7,66,1
8458,7,70,1
8459,5,59,1
8460,3,57,1
8461,3,80,1
8462,5,60,1
8463,3,41,1
8464,3,83,1
8465,3,61,1
8466,5,69,1
8467,13,72,2
8468,3,46,1
8469,3,67,1
8470,3,74,1
8471,3,46,1
8472,3,84,1
8473,5,75,1
8474,3,26,1
8475,5,70,1
8476,5,59,1
8477,3,30,1
8478,3,55,1
8479,3,76,1
8480,3,76,1
8481,4,84,2
8482,3,55,1
8483,4,47,2
8484,3,38,1
8485,3,37,1
8486,3,49,1
8487,3,64,1
8488,3,58,1
8489,3,72,1
8490,4,71,2
8491,4,88,2
8492,3,44,1
8493,3,47,1
8494,4,50,2
8495,3,60,1
8496,3,53,1
8497,3,36,1
8498,3,72,1
8499,3,63,1
8500,3,44,1
8501,3,59,1
8502,3,49,1
8503,4,53,2
8504,3,80,1
8505,3,80,1
8506,3,86,1
8507,3,58,1
8508,3,78,1
8509,3,84,1
8510,3,82,1
8511,3,52,1
8512,4,57,2
8513,4,67,2
8514,3,91,1
8515,4,50,2
8516,3,62,1
8517,4,40,2
8518,3,46,1
8519,3,36,1
8520,3,40,1
8521,3,27,1
8522,3,45,1
8523,3,45,1
8524,13,26,2
8525,3,71,1
8526,3,50,1
8527,5,63,1
8528,3,46,1
8529,3,120,1
8530,3,52,1
8531,3,-999999999,1
8532,3,120,1
8533,4,32,2
8534,3,41,1
8535,3,-999999999,1
8536,3,19,1
8537,3,120,1
8538,3,120,1
8539,5,-999999999,1
8540,5,120,1
8541,3,120,1
8542,7,-999999999,1
8543,7,-999999999,1
8544,7,120,1
8545,7,120,1
8546,10,57,1
8547,10,57,1
8548,17,120,1
8549,2,73,2
8550,3,42,1
8551,3,120,1
8552,3,-999999999,1
8553,3,62,1
8554,3,120,1
8555,7,46,1
8556,3,120,1
8557,10,120,1
8558,2,120,2
8559,10,51,1
8560,3,-999999999,1
8561,3,-999999999,1
8562,5,120,1
8563,5,-999999999,1
8564,4,-999999999,2
8565,3,-999999999,1
8566,3,-999999999,1
8567,4,-999999999,2
8568,3,54,1
8569,3,120,1
8570,3,120,1
8571,4,-999999999,2
8572,3,-999999999,1
8573,3,35,1
8574,5,120,1
8575,5,120,1
8576,4,-999999999,2
8577,3,120,1
8578,3,43,1
8579,3,-999999999,1
8580,3,-999999999,1
8581,3,59,1
8582,5,39,1
8583,4,41,2
8584,3,-999999999,1
8585,3,47,1
8586,3,47,1
8587,5,120,1
8588,10,120,1
8589,10,-999999999,1
8590,4,50,2
8591,3,-999999999,1
8592,14,120,2
8593,10,-999999999,1
8594,10,-999999999,1
8595,4,40,2
8596,5,120,1
8597,3,120,1
8598,7,41,1
8599,3,-999999999,1
8600,7,-999999999,1
8601,7,120,1
8602,7,120,1
8603,7,120,1
8604,7,120,1
8605,7,120,1
8606,10,-999999999,1
8607,10,44,1
8608,17,120,1
8609,2,46,2
8610,3,120,1
8611,3,120,1
8612,3,62,1
8613,7,120,1
8614,3,-999999999,1
8615,9,120,1
8616,3,120,1
8617,3,120,1
8618,3,120,1
8619,3,120,1
8620,4,120,2
8621,5,-999999999,1
8622,5,-999999999,1
8623,3,-999999999,1
8624,3,29,1
8625,3,-999999999,1
8626,3,-999999999,1
8627,4,56,2
8628,3,-999999999,1
8629,3,45,1
8630,3,45,1
8631,3,41,1
8632,3,-999999999,1
8633,3,41,1
8634,5,-999999999,1
8635,5,44,1
8636,5,44,1
8637,5,45,1
8638,5,45,1
8639,4,45,2
8640,3,37,1
8641,3,45,1
8642,3,41,1
8643,3,44,1
8644,3,-999999999,1
8645,5,45,1
8646,5,44,1
8647,3,45,1
8648,3,33,1
8649,3,41,1
8650,5,45,1
8651,3,-999999999,1
8652,9,44,1
8653,10,45,1
8654,10,32,1
8655,3,42,1
8656,3,32,1
8657,10,45,1
8658,10,-999999999,1
8659,3,33,1
8660,5,-999999999,1
8661,5,45,1
8662,3,45,1
8663,3,45,1
8664,3,41,1
8665,15,45,2
8666,3,44,1
8667,5,-999999999,1
8668,9,45,1
8669,9,44,1
8670,4,-999999999,2
8671,3,45,1
8672,3,45,1
8673,10,-999999999,1
8674,3,-999999999,1
8675,3,44,1
8676,3,44,1
8677,4,44,2
8678,3,44,1
8679,3,45,1
8680,10,32,1
8681,3,32,1
8682,3,34,1
8683,10,-999999999,1
8684,4,45,2
8685,10,47,1
8686,10,-999999999,1
8687,3,43,1
8688,3,41,1
8689,3,-999999999,1
8690,4,41,2
8691,3,41,1
8692,3,41,1
8693,3,47,1
8694,3,45,1
8695,3,-999999999,1
8696,3,41,1
8697,3,41,1
8698,4,-999999999,2
8699,3,22,1
8700,3,34,1
8701,3,32,1
8702,3,120,1
8703,5,51,1
8704,3,45,1
8705,3,-999999999,1
8706,3,41,1
8707,9,-999999999,1
8708,3,45,1
8709,3,34,1
8710,14,32,2
8711,3,41,1
8712,3,44,1
8713,7,45,1
8714,3,41,1
8715,7,34,1
8716,9,45,1
8717,15,42,2
8718,5,45,1
8719,10,120,1
8720,10,44,1
8721,3,30,1
8722,3,-999999999,1
8723,10,44,1
8724,3,41,1
8725,3,41,1
8726,3,51,1
8727,15,51,2
8728,3,30,1
8729,10,41,1
8730,10,34,1
8731,7,41,1
8732,3,41,1
8733,15,-999999999,2
8734,3,45,1
8735,3,41,1
8736,3,41,1
8737,3,32,1
8738,5,-999999999,1
8739,15,-999999999,2
8740,3,45,1
8741,3,35,1
8742,3,41,1
8743,10,34,1
8744,3,45,1
8745,4,44,2
8746,3,44,1
8747,3,45,1
8748,3,42,1
8749,10,120,1
8750,3,-999999999,1
8751,3,120,1
8752,10,-999999999,1
8753,3,-999999999,1
8754,3,120,1
8755,10,120,1
8756,3,-999999999,1
8757,4,-999999999,2
8758,3,41,1
8759,3,-999999999,1
8760,10,120,1
8761,3,-999999999,1
8762,10,-999999999,1
8763,3,120,1
8764,3,-999999999,1
8765,3,120,1
8766,3,-999999999,1
8767,10,34,1
8768,10,-999999999,1
8769,3,-999999999,1
8770,3,41,1
8771,10,-999999999,1
8772,10,-999999999,1
8773,3,-999999999,1
8774,3,120,1
8775,3,120,1
8776,3,-999999999,1
8777,5,-999999999,1
8778,15,-999999999,2
8779,10,-999999999,1
8780,5,-999999999,1
8781,3,-999999999,1
8782,3,120,1
8783,3,120,1
8784,5,120,1
8785,5,-999999999,1
8786,10,120,1
8787,3,-999999999,1
8788,3,-999999999,1
8789,10,-999999999,1
8790,5,120,1
8791,13,-999999999,2
8792,5,46,1
8793,10,-999999999,1
8794,10,120,1
8795,3,-999999999,1
8796,3,-999999999,1
8797,5,120,1
8798,10,120,1
8799,10,-999999999,1
8800,4,-999999999,2
8801,7,120,1
8802,7,120,1
8803,3,-999999999,1
8804,7,-999999999,1
8805,10,32,1
8806,10,-999999999,1
8807,7,-999999999,1
8808,7,-999999999,1
8809,10,-999999999,1
8810,3,-999999999,1
8811,3,-999999999,1
8812,3,-999999999,1
8813,3,-999999999,1
